Date,TextBlob,Vader
2018-03-05,0.062,0.029
2018-03-06,0.050,-0.001
2018-03-07,0.055,0.006
2018-03-08,0.058,-0.001
2018-03-09,0.065,-0.019
2018-03-10,0.049,-0.013
2018-03-11,0.062,-0.059
2018-03-12,0.064,-0.025
2018-03-13,0.059,-0.038
2018-03-14,0.041,-0.076
