Date,TextBlob,Vader
2018-02-23,0.067,0.055
2018-02-24,0.033,0.044
2018-02-25,0.066,0.141
2018-02-26,0.043,0.037
2018-02-27,0.045,0.032
2018-02-28,0.062,-0.025
2018-03-01,0.051,-0.031
2018-03-02,0.018,-0.027
2018-03-03,0.055,-0.006
2018-03-04,0.055,0.015
2018-03-05,0.058,-0.012
2018-03-06,0.060,0.027
2018-03-07,0.045,0.018
2018-03-08,0.043,0.025
2018-03-09,0.067,0.049
2018-03-10,0.090,0.071
2018-03-11,0.046,0.012
2018-03-12,0.105,0.079
2018-03-13,0.107,0.087
2018-03-14,0.064,0.027
